nback_loop.thisRepN,nback_loop.thisTrialN,nback_loop.thisN,nback_loop.thisIndex,key_resp_nback.keys,nback_level,target_cat,face_img,object_img,response_corr,trial_num,block_trial_num,block_num,target_repeat,lure_repeat,block_order,first_screen_time_elapsed,total_time_elapsed,key_resp_nback.rt,participant,date,expName,psychopyVersion,frameRate,age,
,,,,,,,,,,,,,,,,,,,33,2019_Aug_26_1613,builder_test,3.0.0b12,59.97841370054904,21,
,,,,,,,,,,,,,,,,,,,33,2019_Aug_26_1613,builder_test,3.0.0b12,59.97841370054904,21,
,,,,,,,,,,,,,,,,,,,33,2019_Aug_26_1613,builder_test,3.0.0b12,59.97841370054904,21,
,,,,,,,,,,,,,,,,,,,33,2019_Aug_26_1613,builder_test,3.0.0b12,59.97841370054904,21,
0,0,0,0,None,1,face,325,120,1,1,1,1,0,0,FOFO,15.932719829041162,35.43510106267058,,33,2019_Aug_26_1613,builder_test,3.0.0b12,59.97841370054904,21,
0,1,1,1,None,1,face,160,297,1,2,2,1,0,0,FOFO,18.18266540931654,37.685047433071304,,33,2019_Aug_26_1613,builder_test,3.0.0b12,59.97841370054904,21,
0,2,2,2,None,1,face,382,78,1,3,3,1,0,0,FOFO,20.43238540942548,39.934767038110294,,33,2019_Aug_26_1613,builder_test,3.0.0b12,59.97841370054904,21,
0,3,3,3,None,1,face,204,239,1,4,4,1,0,0,FOFO,22.682340866231243,42.18472012455459,,33,2019_Aug_26_1613,builder_test,3.0.0b12,59.97841370054904,21,
0,4,4,4,None,1,face,72,428,1,5,5,1,0,0,FOFO,24.932270644028904,44.43465306285361,,33,2019_Aug_26_1613,builder_test,3.0.0b12,59.97841370054904,21,
0,5,5,5,None,1,face,154,428,1,6,6,1,0,1,FOFO,27.1821411626006,46.68452279129997,,33,2019_Aug_26_1613,builder_test,3.0.0b12,59.97841370054904,21,
0,6,6,6,None,1,face,346,293,1,7,7,1,0,0,FOFO,29.432025113273994,48.93440674195881,,33,2019_Aug_26_1613,builder_test,3.0.0b12,59.97841370054904,21,
0,7,7,7,space,1,face,346,278,1,8,8,1,1,0,FOFO,31.68199005155475,51.184371680239565,0.7496953087684233,33,2019_Aug_26_1613,builder_test,3.0.0b12,59.97841370054904,21,
0,8,8,8,None,1,face,354,345,1,9,9,1,0,0,FOFO,33.93192694046593,53.434308569165296,,33,2019_Aug_26_1613,builder_test,3.0.0b12,59.97841370054904,21,
0,9,9,9,None,1,face,30,106,1,10,10,1,0,0,FOFO,36.181354595013545,55.6837370138237,,33,2019_Aug_26_1613,builder_test,3.0.0b12,59.97841370054904,21,
0,10,10,10,None,1,face,18,509,1,11,11,1,0,0,FOFO,38.43152654556616,57.9339061989449,,33,2019_Aug_26_1613,builder_test,3.0.0b12,59.97841370054904,21,
0,11,11,11,None,1,face,371,509,1,12,12,1,0,1,FOFO,40.68145158262632,60.183831236019614,,33,2019_Aug_26_1613,builder_test,3.0.0b12,59.97841370054904,21,
0,12,12,12,space,1,face,371,499,1,13,13,1,1,0,FOFO,42.93153306408203,62.43391429771145,0.7754102615726879,33,2019_Aug_26_1613,builder_test,3.0.0b12,59.97841370054904,21,
0,13,13,13,None,1,face,245,241,1,14,14,1,0,0,FOFO,45.181255039497046,64.68363666819641,,33,2019_Aug_26_1613,builder_test,3.0.0b12,59.97841370054904,21,
0,14,14,14,space,1,face,245,241,1,15,15,1,1,1,FOFO,47.43122274320922,66.93360476696398,0.556019138355623,33,2019_Aug_26_1613,builder_test,3.0.0b12,59.97841370054904,21,
0,15,15,15,None,1,face,258,179,1,16,16,1,0,0,FOFO,49.6811853111285,69.18356693982787,,33,2019_Aug_26_1613,builder_test,3.0.0b12,59.97841370054904,21,
0,16,16,16,None,1,face,408,385,1,17,17,1,0,0,FOFO,51.931161706204875,71.43354096452822,,33,2019_Aug_26_1613,builder_test,3.0.0b12,59.97841370054904,21,
0,17,17,17,None,1,face,103,51,1,18,18,1,0,0,FOFO,54.18088447174523,73.68326649549999,,33,2019_Aug_26_1613,builder_test,3.0.0b12,59.97841370054904,21,
0,18,18,18,None,1,face,232,8,1,19,19,1,0,0,FOFO,56.43090116309759,75.9332827917824,,33,2019_Aug_26_1613,builder_test,3.0.0b12,59.97841370054904,21,
0,19,19,19,space,1,face,232,8,1,20,20,1,1,1,FOFO,58.68074007674295,78.18312170542777,0.6064021307975054,33,2019_Aug_26_1613,builder_test,3.0.0b12,59.97841370054904,21,
0,20,20,20,None,1,face,16,169,1,21,21,1,0,0,FOFO,60.93072555822437,80.43311627332878,,33,2019_Aug_26_1613,builder_test,3.0.0b12,59.97841370054904,21,
0,21,21,21,None,1,face,162,336,1,22,22,1,0,0,FOFO,63.18050481757382,82.68288644625864,,33,2019_Aug_26_1613,builder_test,3.0.0b12,59.97841370054904,21,
0,22,22,22,None,1,face,79,336,1,23,23,1,0,1,FOFO,65.4305321755819,84.93291380428127,,33,2019_Aug_26_1613,builder_test,3.0.0b12,59.97841370054904,21,
0,23,23,23,None,1,face,319,198,1,24,24,1,0,0,FOFO,67.68040466945968,87.18278708828439,,33,2019_Aug_26_1613,builder_test,3.0.0b12,59.97841370054904,21,
0,24,24,24,space,1,face,319,133,1,25,25,1,1,0,FOFO,69.93009227453149,89.4324739032163,0.6472159418481169,33,2019_Aug_26_1613,builder_test,3.0.0b12,59.97841370054904,21,
0,25,25,25,None,1,face,320,261,1,26,26,1,0,0,FOFO,72.18012239797099,91.6825040266558,,33,2019_Aug_26_1613,builder_test,3.0.0b12,59.97841370054904,21,
0,26,26,26,None,1,face,265,195,1,27,27,1,0,0,FOFO,74.42989968201437,93.93228131069918,,33,2019_Aug_26_1613,builder_test,3.0.0b12,59.97841370054904,21,
0,27,27,27,None,1,face,257,139,1,28,28,1,0,0,FOFO,76.68086570632295,96.18324773007771,,33,2019_Aug_26_1613,builder_test,3.0.0b12,59.97841370054904,21,
0,28,28,28,None,1,face,145,263,1,29,29,1,0,0,FOFO,78.92990501533495,98.43228624896437,,33,2019_Aug_26_1613,builder_test,3.0.0b12,59.97841370054904,21,
0,29,29,29,space,1,face,145,339,1,30,30,1,1,0,FOFO,81.1797194351675,100.68210106385231,0.8008858070534188,33,2019_Aug_26_1613,builder_test,3.0.0b12,59.97841370054904,21,
0,30,30,30,None,1,face,372,140,1,31,31,1,0,0,FOFO,83.4295761265821,102.93195815033687,,33,2019_Aug_26_1613,builder_test,3.0.0b12,59.97841370054904,21,
0,31,31,31,space,1,face,372,503,1,32,32,1,1,0,FOFO,85.67959439818515,105.18197602686996,0.6850075318507152,33,2019_Aug_26_1613,builder_test,3.0.0b12,59.97841370054904,21,
0,32,32,32,None,1,face,58,252,1,33,33,1,0,0,FOFO,87.92920141067589,107.43158106406918,,33,2019_Aug_26_1613,builder_test,3.0.0b12,59.97841370054904,21,
0,33,33,33,None,1,face,226,303,1,34,34,1,0,0,FOFO,90.17938205257815,109.68176368127752,,33,2019_Aug_26_1613,builder_test,3.0.0b12,59.97841370054904,21,
0,34,34,34,None,1,face,180,165,1,35,35,1,0,0,FOFO,92.42916486748436,111.93154689123912,,33,2019_Aug_26_1613,builder_test,3.0.0b12,59.97841370054904,21,
0,35,35,35,None,1,face,81,489,1,36,36,1,0,0,FOFO,94.67902471938578,114.18140634808515,,33,2019_Aug_26_1613,builder_test,3.0.0b12,59.97841370054904,21,
0,36,36,36,space,1,face,81,489,1,37,37,1,1,1,FOFO,96.92897859595541,116.43136061971018,0.5589836803992512,33,2019_Aug_26_1613,builder_test,3.0.0b12,59.97841370054904,21,
0,37,37,37,None,1,face,64,162,1,38,38,1,0,0,FOFO,99.1784086208645,118.68079024956387,,33,2019_Aug_26_1613,builder_test,3.0.0b12,59.97841370054904,21,
0,38,38,38,None,1,face,352,162,1,39,39,1,0,1,FOFO,101.42856358377321,120.93094521245803,,33,2019_Aug_26_1613,builder_test,3.0.0b12,59.97841370054904,21,
0,39,39,39,space,1,face,352,418,1,40,40,1,1,0,FOFO,103.67858383068233,123.18096585443709,0.7244986767327646,33,2019_Aug_26_1613,builder_test,3.0.0b12,59.97841370054904,21,
0,40,40,40,None,1,face,119,24,1,41,41,1,0,0,FOFO,105.928556275132,125.43093592851073,,33,2019_Aug_26_1613,builder_test,3.0.0b12,59.97841370054904,21,
0,41,41,41,None,1,face,176,423,1,42,42,1,0,0,FOFO,108.17850225046277,127.68088111371617,,33,2019_Aug_26_1613,builder_test,3.0.0b12,59.97841370054904,21,
0,42,42,42,None,1,face,44,331,1,43,43,1,0,0,FOFO,110.42832338633889,129.93070541009365,,33,2019_Aug_26_1613,builder_test,3.0.0b12,59.97841370054904,21,
0,43,43,43,None,1,face,17,379,1,44,44,1,0,0,FOFO,112.67847321344016,132.18085484212497,,33,2019_Aug_26_1613,builder_test,3.0.0b12,59.97841370054904,21,
0,44,44,44,None,1,face,168,39,1,45,45,1,0,0,FOFO,114.92805296668666,134.4304582990735,,33,2019_Aug_26_1613,builder_test,3.0.0b12,59.97841370054904,21,
0,45,45,45,None,1,face,384,404,1,46,46,1,0,0,FOFO,117.17802343583026,136.68040506452962,,33,2019_Aug_26_1613,builder_test,3.0.0b12,59.97841370054904,21,
0,46,46,46,None,1,face,277,4,1,47,47,1,0,0,FOFO,119.42773988039698,138.93012032390106,,33,2019_Aug_26_1613,builder_test,3.0.0b12,59.97841370054904,21,
0,47,47,47,None,1,face,135,474,1,48,48,1,0,0,FOFO,121.67807222594274,141.18047202746675,,33,2019_Aug_26_1613,builder_test,3.0.0b12,59.97841370054904,21,
0,48,48,48,space,1,face,135,405,1,49,49,1,1,0,FOFO,123.92763696685142,143.43001662024471,0.7334254880261142,33,2019_Aug_26_1613,builder_test,3.0.0b12,59.97841370054904,21,
0,49,49,49,None,1,face,369,201,1,50,50,1,0,0,FOFO,126.17748891752854,145.6798709412833,,33,2019_Aug_26_1613,builder_test,3.0.0b12,59.97841370054904,21,
0,50,50,50,None,1,face,287,229,1,51,51,1,0,0,FOFO,128.42744200397283,147.9298240277276,,33,2019_Aug_26_1613,builder_test,3.0.0b12,59.97841370054904,21,
0,51,51,51,space,1,face,287,448,1,52,52,1,1,0,FOFO,130.67744565829344,150.17982728697825,0.44384021971200127,33,2019_Aug_26_1613,builder_test,3.0.0b12,59.97841370054904,21,
0,52,52,52,None,1,face,411,412,1,53,53,1,0,0,FOFO,132.92722294232226,152.4296022006456,,33,2019_Aug_26_1613,builder_test,3.0.0b12,59.97841370054904,21,
0,53,53,53,None,1,face,153,459,1,54,54,1,0,0,FOFO,135.1771246707649,154.67950669451966,,33,2019_Aug_26_1613,builder_test,3.0.0b12,59.97841370054904,21,
0,54,54,54,space,1,face,153,117,1,55,55,1,1,0,FOFO,137.42665504131583,156.92904536136484,0.6382452787220245,33,2019_Aug_26_1613,builder_test,3.0.0b12,59.97841370054904,21,
0,55,55,55,None,1,face,19,340,1,56,56,1,0,0,FOFO,139.67680684372317,159.17918886747793,,33,2019_Aug_26_1613,builder_test,3.0.0b12,59.97841370054904,21,
0,56,56,56,None,1,face,299,215,1,57,57,1,0,0,FOFO,141.92756190514774,161.42994432397245,,33,2019_Aug_26_1613,builder_test,3.0.0b12,59.97841370054904,21,
0,57,57,57,None,1,face,256,215,1,58,58,1,0,1,FOFO,144.17690817701805,163.67928980570287,,33,2019_Aug_26_1613,builder_test,3.0.0b12,59.97841370054904,21,
0,58,58,58,None,1,face,231,433,1,59,59,1,0,0,FOFO,146.4263935105555,165.92877513924032,,33,2019_Aug_26_1613,builder_test,3.0.0b12,59.97841370054904,21,
0,59,59,59,None,1,face,240,433,1,60,60,1,0,1,FOFO,148.67665988081717,168.1790407193912,,33,2019_Aug_26_1613,builder_test,3.0.0b12,59.97841370054904,21,
0,60,60,60,space,1,face,240,492,1,61,61,1,1,0,FOFO,150.92623528839613,170.42861691708094,0.699959427176509,33,2019_Aug_26_1613,builder_test,3.0.0b12,59.97841370054904,21,
0,61,61,61,None,1,face,374,163,1,62,62,1,0,0,FOFO,153.1762551402353,172.67863676893467,,33,2019_Aug_26_1613,builder_test,3.0.0b12,59.97841370054904,21,
0,62,62,62,None,1,face,416,163,1,63,63,1,0,1,FOFO,155.4260857575864,174.92846738628577,,33,2019_Aug_26_1613,builder_test,3.0.0b12,59.97841370054904,21,
0,63,63,63,None,1,face,318,389,1,64,64,1,0,0,FOFO,157.67606570821954,177.1784477319743,,33,2019_Aug_26_1613,builder_test,3.0.0b12,59.97841370054904,21,
0,64,64,64,None,1,face,283,326,1,65,65,1,0,0,FOFO,159.92606659710873,179.42844822579355,,33,2019_Aug_26_1613,builder_test,3.0.0b12,59.97841370054904,21,
0,65,65,65,None,1,face,403,49,1,66,66,1,0,0,FOFO,162.17587904162065,181.6782610653754,,33,2019_Aug_26_1613,builder_test,3.0.0b12,59.97841370054904,21,
0,66,66,66,None,1,face,344,310,1,67,67,1,0,0,FOFO,164.4257965725119,183.92817780615587,,33,2019_Aug_26_1613,builder_test,3.0.0b12,59.97841370054904,21,
0,67,67,67,None,1,face,255,310,1,68,68,1,0,1,FOFO,166.6756591898593,186.1780408185441,,33,2019_Aug_26_1613,builder_test,3.0.0b12,59.97841370054904,21,
0,68,68,68,None,1,face,97,145,1,69,69,1,0,0,FOFO,168.92539222699997,188.4277738556848,,33,2019_Aug_26_1613,builder_test,3.0.0b12,59.97841370054904,21,
0,69,69,69,None,1,face,399,391,1,70,70,1,0,0,FOFO,171.17539785662666,190.67777948532603,,33,2019_Aug_26_1613,builder_test,3.0.0b12,59.97841370054904,21,
0,70,70,70,None,1,face,273,277,1,71,71,1,0,0,FOFO,173.42543232574826,192.927811979127,,33,2019_Aug_26_1613,builder_test,3.0.0b12,59.97841370054904,21,
0,71,71,71,None,1,face,401,449,1,72,72,1,0,0,FOFO,175.67532417764596,195.17770580633078,,33,2019_Aug_26_1613,builder_test,3.0.0b12,59.97841370054904,21,
0,72,72,72,None,1,face,164,449,1,73,73,1,0,1,FOFO,177.92513662215788,197.42751864591264,,33,2019_Aug_26_1613,builder_test,3.0.0b12,59.97841370054904,21,
0,73,73,73,space,1,face,164,457,1,74,74,1,1,0,FOFO,180.17501227653702,199.67739390522183,0.6214768902864307,33,2019_Aug_26_1613,builder_test,3.0.0b12,59.97841370054904,21,
0,74,74,74,None,1,face,128,338,1,75,75,1,0,0,FOFO,182.42488990620768,201.92727153490705,,33,2019_Aug_26_1613,builder_test,3.0.0b12,59.97841370054904,21,
0,75,75,75,None,1,face,341,22,1,76,76,1,0,0,FOFO,184.67486195560195,204.17725859663915,,33,2019_Aug_26_1613,builder_test,3.0.0b12,59.97841370054904,21,
0,76,76,76,None,1,face,348,333,1,77,77,1,0,0,FOFO,186.92480595562665,206.4271856090054,,33,2019_Aug_26_1613,builder_test,3.0.0b12,59.97841370054904,21,
0,77,77,77,None,1,face,100,333,1,78,78,1,0,1,FOFO,189.17419370895368,208.67657533765305,,33,2019_Aug_26_1613,builder_test,3.0.0b12,59.97841370054904,21,
0,78,78,78,None,1,face,278,365,1,79,79,1,0,0,FOFO,191.42442136319005,210.92680299187487,,33,2019_Aug_26_1613,builder_test,3.0.0b12,59.97841370054904,21,
0,79,79,79,None,1,face,238,34,1,80,80,1,0,0,FOFO,193.67441079528362,213.176792423983,,33,2019_Aug_26_1613,builder_test,3.0.0b12,59.97841370054904,21,
0,80,80,80,None,1,face,241,251,1,81,81,1,0,0,FOFO,195.9243950915843,215.42679370792757,,33,2019_Aug_26_1613,builder_test,3.0.0b12,59.97841370054904,21,
0,81,81,81,None,1,face,233,312,1,82,82,1,0,0,FOFO,198.17425889411243,217.6766405228118,,33,2019_Aug_26_1613,builder_test,3.0.0b12,59.97841370054904,21,
0,82,82,82,None,1,face,178,207,1,83,83,1,0,0,FOFO,200.42397020287171,219.92635183155653,,33,2019_Aug_26_1613,builder_test,3.0.0b12,59.97841370054904,21,
0,83,83,83,None,1,face,397,207,1,84,84,1,0,1,FOFO,202.67398570904334,222.17636773278355,,33,2019_Aug_26_1613,builder_test,3.0.0b12,59.97841370054904,21,
0,84,84,84,None,1,face,193,161,1,85,85,1,0,0,FOFO,204.9238676843961,224.42624970815086,,33,2019_Aug_26_1613,builder_test,3.0.0b12,59.97841370054904,21,
0,85,85,85,space,1,face,193,322,1,86,86,1,1,0,FOFO,207.173919536217,226.67630155997176,0.6210047916974872,33,2019_Aug_26_1613,builder_test,3.0.0b12,59.97841370054904,21,
0,86,86,86,None,1,face,69,187,1,87,87,1,0,0,FOFO,209.42336457347847,228.92574738735857,,33,2019_Aug_26_1613,builder_test,3.0.0b12,59.97841370054904,21,
0,87,87,87,space,1,face,69,23,1,88,88,1,1,0,FOFO,211.67355430180032,231.17593593048514,0.6333986633399036,33,2019_Aug_26_1613,builder_test,3.0.0b12,59.97841370054904,21,
0,88,88,88,None,1,face,351,23,1,89,89,1,0,1,FOFO,213.92349356108753,233.42587518977234,,33,2019_Aug_26_1613,builder_test,3.0.0b12,59.97841370054904,21,
0,89,89,89,None,1,face,181,182,1,90,90,1,0,0,FOFO,216.17340556111594,235.6757875848707,,33,2019_Aug_26_1613,builder_test,3.0.0b12,59.97841370054904,21,
0,90,90,90,None,1,face,39,149,1,91,91,1,0,0,FOFO,218.42325988216908,237.92564190592384,,33,2019_Aug_26_1613,builder_test,3.0.0b12,59.97841370054904,21,
0,91,91,91,None,1,face,213,149,1,92,92,1,0,1,FOFO,220.67306995630497,240.17545158500434,,33,2019_Aug_26_1613,builder_test,3.0.0b12,59.97841370054904,21,
0,92,92,92,None,1,face,131,72,1,93,93,1,0,0,FOFO,222.92302027731785,242.4254252146493,,33,2019_Aug_26_1613,builder_test,3.0.0b12,59.97841370054904,21,
0,93,93,93,space,1,face,131,223,1,94,94,1,1,0,FOFO,225.17287578355172,244.67525780730648,0.9190080319967819,33,2019_Aug_26_1613,builder_test,3.0.0b12,59.97841370054904,21,
0,94,94,94,None,1,face,194,218,1,95,95,1,0,0,FOFO,227.42307696865464,246.9254589924094,,33,2019_Aug_26_1613,builder_test,3.0.0b12,59.97841370054904,21,
0,95,95,95,None,1,face,114,356,1,96,96,1,0,0,FOFO,229.67276773421327,249.17514936289808,,33,2019_Aug_26_1613,builder_test,3.0.0b12,59.97841370054904,21,
0,96,96,96,None,1,face,292,194,1,97,97,1,0,0,FOFO,231.92263114167145,251.42501277035626,,33,2019_Aug_26_1613,builder_test,3.0.0b12,59.97841370054904,21,
0,97,97,97,None,1,face,400,210,1,98,98,1,0,0,FOFO,234.17242462323338,253.67480625193275,,33,2019_Aug_26_1613,builder_test,3.0.0b12,59.97841370054904,21,
0,98,98,98,None,1,face,205,190,1,99,99,1,0,0,FOFO,236.4227984502504,255.92518086906057,,33,2019_Aug_26_1613,builder_test,3.0.0b12,59.97841370054904,21,
0,99,99,99,None,1,face,380,190,1,100,100,1,0,1,FOFO,238.67230709241994,258.17468832604936,,33,2019_Aug_26_1613,builder_test,3.0.0b12,59.97841370054904,21,
0,100,100,100,None,1,face,243,48,1,101,101,1,0,0,FOFO,240.9224802281533,260.42487212843844,,33,2019_Aug_26_1613,builder_test,3.0.0b12,59.97841370054904,21,
0,101,101,101,None,1,face,172,519,1,102,102,1,0,0,FOFO,243.17207578386297,262.6744578076177,,33,2019_Aug_26_1613,builder_test,3.0.0b12,59.97841370054904,21,
0,102,102,102,None,1,face,152,344,1,103,103,1,0,0,FOFO,245.4220328209194,264.9244144496042,,33,2019_Aug_26_1613,builder_test,3.0.0b12,59.97841370054904,21,
0,103,103,103,None,1,face,405,446,1,104,104,1,0,0,FOFO,247.67177454940975,267.1741538077331,,33,2019_Aug_26_1613,builder_test,3.0.0b12,59.97841370054904,21,
0,104,104,104,None,1,face,203,109,1,105,105,1,0,0,FOFO,249.9216699568642,269.4240515855636,,33,2019_Aug_26_1613,builder_test,3.0.0b12,59.97841370054904,21,
0,105,105,105,None,1,face,26,70,1,106,106,1,0,0,FOFO,252.17176447535167,271.6741461040365,,33,2019_Aug_26_1613,builder_test,3.0.0b12,59.97841370054904,21,
0,106,106,106,None,1,face,415,70,1,107,107,1,0,1,FOFO,254.42149790754775,273.9238795362471,,33,2019_Aug_26_1613,builder_test,3.0.0b12,59.97841370054904,21,
0,107,107,107,None,1,face,47,458,1,108,108,1,0,0,FOFO,256.67138699401403,276.17376822764345,,33,2019_Aug_26_1613,builder_test,3.0.0b12,59.97841370054904,21,
0,108,108,108,space,1,face,47,127,1,109,109,1,1,0,FOFO,258.9210971175926,278.42347953640274,0.661479639908066,33,2019_Aug_26_1613,builder_test,3.0.0b12,59.97841370054904,21,
0,109,109,109,None,1,face,312,410,1,110,110,1,0,0,FOFO,261.1713034384884,280.67368546224316,,33,2019_Aug_26_1613,builder_test,3.0.0b12,59.97841370054904,21,
0,110,110,110,space,1,face,312,324,1,111,111,1,1,0,FOFO,263.42121109284926,282.9235927215341,0.6187256814882858,33,2019_Aug_26_1613,builder_test,3.0.0b12,59.97841370054904,21,
0,111,111,111,None,1,face,191,517,1,112,112,1,0,0,FOFO,265.6710729200713,285.1734549438115,,33,2019_Aug_26_1613,builder_test,3.0.0b12,59.97841370054904,21,
0,112,112,112,None,1,face,124,307,1,113,113,1,0,0,FOFO,267.9209181546903,287.4232993883197,,33,2019_Aug_26_1613,builder_test,3.0.0b12,59.97841370054904,21,
0,113,113,113,None,1,face,150,307,1,114,114,1,0,1,FOFO,270.1709032411163,289.6732864500518,,33,2019_Aug_26_1613,builder_test,3.0.0b12,59.97841370054904,21,
0,114,114,114,None,1,face,364,483,1,115,115,1,0,0,FOFO,272.4207785004255,291.9231605241803,,33,2019_Aug_26_1613,builder_test,3.0.0b12,59.97841370054904,21,
0,115,115,115,None,1,face,253,231,1,116,116,1,0,0,FOFO,274.67024921668053,294.1726308453799,,33,2019_Aug_26_1613,builder_test,3.0.0b12,59.97841370054904,21,
0,116,116,116,space,1,face,253,231,1,117,117,1,1,1,FOFO,276.92056496965233,296.42294462303107,0.5582690140145132,33,2019_Aug_26_1613,builder_test,3.0.0b12,59.97841370054904,21,
0,117,117,117,None,1,face,279,359,1,118,118,1,0,0,FOFO,279.17049079683784,298.67287242552266,,33,2019_Aug_26_1613,builder_test,3.0.0b12,59.97841370054904,21,
0,118,118,118,None,1,face,311,484,1,119,119,1,0,0,FOFO,281.4202842783998,300.9226655120292,,33,2019_Aug_26_1613,builder_test,3.0.0b12,59.97841370054904,21,
0,119,119,119,None,1,face,71,275,1,120,120,1,0,0,FOFO,283.670054846385,303.1724364750844,,33,2019_Aug_26_1613,builder_test,3.0.0b12,59.97841370054904,21,
0,120,120,120,None,1,face,31,1,1,121,121,1,0,0,FOFO,285.9201762290613,305.42255588244007,,33,2019_Aug_26_1613,builder_test,3.0.0b12,59.97841370054904,21,
0,121,121,121,None,1,face,237,203,1,122,122,1,0,0,FOFO,288.1700392414641,307.67241889484285,,33,2019_Aug_26_1613,builder_test,3.0.0b12,59.97841370054904,21,
0,122,122,122,None,1,face,161,414,1,123,123,1,0,0,FOFO,290.4200065501209,309.9223881788057,,33,2019_Aug_26_1613,builder_test,3.0.0b12,59.97841370054904,21,
0,123,123,123,None,1,face,338,258,1,124,124,1,0,0,FOFO,292.6694630441634,312.1718454629736,,33,2019_Aug_26_1613,builder_test,3.0.0b12,59.97841370054904,21,
