nback_loop.thisRepN,nback_loop.thisTrialN,nback_loop.thisN,nback_loop.thisIndex,key_resp_nback.keys,nback_level,target_cat,face_img,object_img,response_corr,trial_num,block_trial_num,block_num,target_repeat,lure_repeat,block_order,first_screen_time_elapsed,total_time_elapsed,key_resp_nback.rt,participant,date,expName,psychopyVersion,frameRate,age,
0,123,123,123,None,1,object,93,367,1,249,124,2,0,1,FOFO,284.5701421945123,600.8752755060559,,33,2019_Aug_26_1613,builder_test,3.0.0b12,59.97841370054904,21,
0,124,124,124,space,1,object,25,367,1,250,125,2,1,0,FOFO,286.8201312315505,603.1252645431086,0.5505534615076613,33,2019_Aug_26_1613,builder_test,3.0.0b12,59.97841370054904,21,
,,,,,,,,,,,,,,,,,,,33,2019_Aug_26_1613,builder_test,3.0.0b12,59.97841370054904,21,
,,,,,,,,,,,,,,,,,,,33,2019_Aug_26_1613,builder_test,3.0.0b12,59.97841370054904,21,
,,,,,,,,,,,,,,,,,,,33,2019_Aug_26_1613,builder_test,3.0.0b12,59.97841370054904,21,
,,,,,,,,,,,,,,,,,,,33,2019_Aug_26_1613,builder_test,3.0.0b12,59.97841370054904,21,
0,0,0,0,None,1,face,159,15,1,251,1,3,0,0,FOFO,9.366328349104151,614.0248375210504,,33,2019_Aug_26_1613,builder_test,3.0.0b12,59.97841370054904,21,
0,1,1,1,None,1,face,83,177,1,252,2,3,0,0,FOFO,11.616081139320158,616.2745926816424,,33,2019_Aug_26_1613,builder_test,3.0.0b12,59.97841370054904,21,
0,2,2,2,space,1,face,83,494,1,253,3,3,1,0,FOFO,13.865984843068873,618.5244963853766,0.5695752811589045,33,2019_Aug_26_1613,builder_test,3.0.0b12,59.97841370054904,21,
0,3,3,3,None,1,face,184,494,1,254,4,3,0,1,FOFO,16.115828102381784,620.774337274328,,33,2019_Aug_26_1613,builder_test,3.0.0b12,59.97841370054904,21,
0,4,4,4,None,1,face,244,19,1,255,5,3,0,0,FOFO,18.365715608611936,623.024227545975,,33,2019_Aug_26_1613,builder_test,3.0.0b12,59.97841370054904,21,
0,5,5,5,None,1,face,215,285,1,256,6,3,0,0,FOFO,20.615630769127165,625.2741423114494,,33,2019_Aug_26_1613,builder_test,3.0.0b12,59.97841370054904,21,
0,6,6,6,None,1,face,112,442,1,257,7,3,0,0,FOFO,22.865584250626853,627.5240953978791,,33,2019_Aug_26_1613,builder_test,3.0.0b12,59.97841370054904,21,
0,7,7,7,None,1,face,139,47,1,258,8,3,0,0,FOFO,25.11547807783063,629.7739900152083,,33,2019_Aug_26_1613,builder_test,3.0.0b12,59.97841370054904,21,
0,8,8,8,None,1,face,391,47,1,259,9,3,0,1,FOFO,27.36544617661275,632.0239557436144,,33,2019_Aug_26_1613,builder_test,3.0.0b12,59.97841370054904,21,
0,9,9,9,None,1,face,101,153,1,260,10,3,0,0,FOFO,29.615249139649677,634.2737606819719,,33,2019_Aug_26_1613,builder_test,3.0.0b12,59.97841370054904,21,
0,10,10,10,None,1,face,40,81,1,261,11,3,0,0,FOFO,31.865173386599054,636.5236825585453,,33,2019_Aug_26_1613,builder_test,3.0.0b12,59.97841370054904,21,
0,11,11,11,None,1,face,186,291,1,262,12,3,0,0,FOFO,34.114975954580586,638.7734874968883,,33,2019_Aug_26_1613,builder_test,3.0.0b12,59.97841370054904,21,
0,12,12,12,space,1,face,186,409,1,263,13,3,1,0,FOFO,36.36503610269574,641.023547645018,0.6824107921274845,33,2019_Aug_26_1613,builder_test,3.0.0b12,59.97841370054904,21,
0,13,13,13,None,1,face,60,164,1,264,14,3,0,0,FOFO,38.614886868192116,643.2733984104998,,33,2019_Aug_26_1613,builder_test,3.0.0b12,59.97841370054904,21,
0,14,14,14,space,1,face,60,164,1,265,15,3,1,1,FOFO,40.86467916457332,645.523190706881,0.7261393674561987,33,2019_Aug_26_1613,builder_test,3.0.0b12,59.97841370054904,21,
0,15,15,15,None,1,face,286,175,1,266,16,3,0,0,FOFO,43.11464370779868,647.7731556451763,,33,2019_Aug_26_1613,builder_test,3.0.0b12,59.97841370054904,21,
0,16,16,16,None,1,face,80,466,1,267,17,3,0,0,FOFO,45.36451738685719,650.0230289291649,,33,2019_Aug_26_1613,builder_test,3.0.0b12,59.97841370054904,21,
0,17,17,17,None,1,face,335,137,1,268,18,3,0,0,FOFO,47.614361041240045,652.2728741637984,,33,2019_Aug_26_1613,builder_test,3.0.0b12,59.97841370054904,21,
0,18,18,18,None,1,face,418,395,1,269,19,3,0,0,FOFO,49.86428015238198,654.5227893243282,,33,2019_Aug_26_1613,builder_test,3.0.0b12,59.97841370054904,21,
0,19,19,19,None,1,face,116,44,1,270,20,3,0,0,FOFO,52.11448489304166,656.7729972254747,,33,2019_Aug_26_1613,builder_test,3.0.0b12,59.97841370054904,21,
0,20,20,20,None,1,face,197,342,1,271,21,3,0,0,FOFO,54.364095461103716,659.0226070034114,,33,2019_Aug_26_1613,builder_test,3.0.0b12,59.97841370054904,21,
0,21,21,21,None,1,face,202,314,1,272,22,3,0,0,FOFO,56.61409318949154,661.2726051268692,,33,2019_Aug_26_1613,builder_test,3.0.0b12,59.97841370054904,21,
0,22,22,22,None,1,face,294,74,1,273,23,3,0,0,FOFO,58.86388232538593,663.5223938676936,,33,2019_Aug_26_1613,builder_test,3.0.0b12,59.97841370054904,21,
0,23,23,23,space,1,face,294,74,1,274,24,3,1,1,FOFO,61.11381407848967,665.7723256208119,0.4592891024949495,33,2019_Aug_26_1613,builder_test,3.0.0b12,59.97841370054904,21,
0,24,24,24,None,1,face,10,398,1,275,25,3,0,0,FOFO,63.36357279463846,668.0220843369461,,33,2019_Aug_26_1613,builder_test,3.0.0b12,59.97841370054904,21,
0,25,25,25,None,1,face,125,502,1,276,26,3,0,0,FOFO,65.61359501685365,670.2721065591613,,33,2019_Aug_26_1613,builder_test,3.0.0b12,59.97841370054904,21,
0,26,26,26,None,1,face,182,276,1,277,27,3,0,0,FOFO,67.86347225146892,672.5219837937766,,33,2019_Aug_26_1613,builder_test,3.0.0b12,59.97841370054904,21,
0,27,27,27,None,1,face,134,477,1,278,28,3,0,0,FOFO,70.113373979897,674.7718855222192,,33,2019_Aug_26_1613,builder_test,3.0.0b12,59.97841370054904,21,
0,28,28,28,None,1,face,291,477,1,279,29,3,0,1,FOFO,72.36321447379305,677.0217260161007,,33,2019_Aug_26_1613,builder_test,3.0.0b12,59.97841370054904,21,
0,29,29,29,space,1,face,291,425,1,280,30,3,1,0,FOFO,74.61314267135458,679.2716542136623,0.49005333727109246,33,2019_Aug_26_1613,builder_test,3.0.0b12,59.97841370054904,21,
0,30,30,30,None,1,face,120,425,1,281,31,3,0,1,FOFO,76.8630021282006,681.5215136705083,,33,2019_Aug_26_1613,builder_test,3.0.0b12,59.97841370054904,21,
0,31,31,31,space,1,face,120,374,1,282,32,3,1,0,FOFO,79.11294099241786,683.7714501643641,0.5318844318389893,33,2019_Aug_26_1613,builder_test,3.0.0b12,59.97841370054904,21,
0,32,32,32,None,1,face,118,319,1,283,33,3,0,0,FOFO,81.36284390604123,686.0213530779874,,33,2019_Aug_26_1613,builder_test,3.0.0b12,59.97841370054904,21,
0,33,33,33,None,1,face,107,76,1,284,34,3,0,0,FOFO,83.61283570851083,688.2713472508185,,33,2019_Aug_26_1613,builder_test,3.0.0b12,59.97841370054904,21,
0,34,34,34,None,1,face,247,211,1,285,35,3,0,0,FOFO,85.86259007897752,690.5211016212852,,33,2019_Aug_26_1613,builder_test,3.0.0b12,59.97841370054904,21,
0,35,35,35,None,1,face,395,183,1,286,36,3,0,0,FOFO,88.11253012837551,692.7710420657531,,33,2019_Aug_26_1613,builder_test,3.0.0b12,59.97841370054904,21,
0,36,36,36,None,1,face,136,289,1,287,37,3,0,0,FOFO,90.3624875605019,695.0209994978795,,33,2019_Aug_26_1613,builder_test,3.0.0b12,59.97841370054904,21,
0,37,37,37,None,1,face,55,206,1,288,38,3,0,0,FOFO,92.61238494324789,697.2708964855701,,33,2019_Aug_26_1613,builder_test,3.0.0b12,59.97841370054904,21,
0,38,38,38,None,1,face,365,206,1,289,39,3,0,1,FOFO,94.86213575817237,699.52064730048,,33,2019_Aug_26_1613,builder_test,3.0.0b12,59.97841370054904,21,
0,39,39,39,None,1,face,75,219,1,290,40,3,0,0,FOFO,97.11223106677062,701.7707426090928,,33,2019_Aug_26_1613,builder_test,3.0.0b12,59.97841370054904,21,
0,40,40,40,None,1,face,123,68,1,291,41,3,0,0,FOFO,99.36192025207856,704.0204294240248,,33,2019_Aug_26_1613,builder_test,3.0.0b12,59.97841370054904,21,
0,41,41,41,None,1,face,67,432,1,292,42,3,0,0,FOFO,101.61196775823191,706.2704796956095,,33,2019_Aug_26_1613,builder_test,3.0.0b12,59.97841370054904,21,
0,42,42,42,None,1,face,42,227,1,293,43,3,0,0,FOFO,103.86183748667827,708.5203486339306,,33,2019_Aug_26_1613,builder_test,3.0.0b12,59.97841370054904,21,
0,43,43,43,None,1,face,336,406,1,294,44,3,0,0,FOFO,106.11176370893372,710.7702752512414,,33,2019_Aug_26_1613,builder_test,3.0.0b12,59.97841370054904,21,
0,44,44,44,None,1,face,316,0,1,295,45,3,0,0,FOFO,108.36164923984325,713.0201584117895,,33,2019_Aug_26_1613,builder_test,3.0.0b12,59.97841370054904,21,
0,45,45,45,None,1,face,260,160,1,296,46,3,0,0,FOFO,110.61140993129811,715.2699214736058,,33,2019_Aug_26_1613,builder_test,3.0.0b12,59.97841370054904,21,
0,46,46,46,None,1,face,223,445,1,297,47,3,0,0,FOFO,112.86135590662889,717.5198674489366,,33,2019_Aug_26_1613,builder_test,3.0.0b12,59.97841370054904,21,
0,47,47,47,None,1,face,332,445,1,298,48,3,0,1,FOFO,115.11134375848633,719.7698525353626,,33,2019_Aug_26_1613,builder_test,3.0.0b12,59.97841370054904,21,
0,48,48,48,None,1,face,252,436,1,299,49,3,0,0,FOFO,117.36114711657865,722.0196586589009,,33,2019_Aug_26_1613,builder_test,3.0.0b12,59.97841370054904,21,
0,49,49,49,None,1,face,173,237,1,300,50,3,0,0,FOFO,119.61108400548983,724.2695951527567,,33,2019_Aug_26_1613,builder_test,3.0.0b12,59.97841370054904,21,
0,50,50,50,None,1,face,173,199,0,301,51,3,1,0,FOFO,121.8609438574058,726.5194553997135,,33,2019_Aug_26_1613,builder_test,3.0.0b12,59.97841370054904,21,
0,51,51,51,None,1,face,143,373,1,302,52,3,0,0,FOFO,124.11081477103289,728.7693267084105,,33,2019_Aug_26_1613,builder_test,3.0.0b12,59.97841370054904,21,
0,52,52,52,space,1,face,143,399,1,303,53,3,1,0,FOFO,126.36088084508083,731.0193896219716,1.400123891318799,33,2019_Aug_26_1613,builder_test,3.0.0b12,59.97841370054904,21,
0,53,53,53,None,1,face,157,38,1,304,54,3,0,0,FOFO,128.61070316613768,733.2692151035153,,33,2019_Aug_26_1613,builder_test,3.0.0b12,59.97841370054904,21,
0,54,54,54,None,1,face,12,416,1,305,55,3,0,0,FOFO,130.8605930427293,735.5191018196056,,33,2019_Aug_26_1613,builder_test,3.0.0b12,59.97841370054904,21,
0,55,55,55,None,1,face,117,181,1,306,56,3,0,0,FOFO,133.1104975365888,737.769009078911,,33,2019_Aug_26_1613,builder_test,3.0.0b12,59.97841370054904,21,
0,56,56,56,None,1,face,219,119,1,307,57,3,0,0,FOFO,135.360372795898,740.0188847332756,,33,2019_Aug_26_1613,builder_test,3.0.0b12,59.97841370054904,21,
0,57,57,57,space,1,face,219,14,1,308,58,3,1,0,FOFO,137.6101319071022,742.2686434494244,0.5262453229661332,33,2019_Aug_26_1613,builder_test,3.0.0b12,59.97841370054904,21,
0,58,58,58,None,1,face,355,14,1,309,59,3,0,1,FOFO,139.8601568947488,744.518668437071,,33,2019_Aug_26_1613,builder_test,3.0.0b12,59.97841370054904,21,
0,59,59,59,None,1,face,54,512,1,310,60,3,0,0,FOFO,142.11005941330222,746.7685713506798,,33,2019_Aug_26_1613,builder_test,3.0.0b12,59.97841370054904,21,
0,60,60,60,None,1,face,146,358,1,311,61,3,0,0,FOFO,144.36001210469112,749.0185303630424,,33,2019_Aug_26_1613,builder_test,3.0.0b12,59.97841370054904,21,
0,61,61,61,space,1,face,146,403,1,312,62,3,1,0,FOFO,146.60975225293078,751.2682641903084,0.6475711021921597,33,2019_Aug_26_1613,builder_test,3.0.0b12,59.97841370054904,21,
0,62,62,62,None,1,face,196,431,1,313,63,3,0,0,FOFO,148.8596685986413,753.5181801409635,,33,2019_Aug_26_1613,builder_test,3.0.0b12,59.97841370054904,21,
0,63,63,63,None,1,face,235,390,1,314,64,3,0,0,FOFO,151.10914326552302,755.767655993026,,33,2019_Aug_26_1613,builder_test,3.0.0b12,59.97841370054904,21,
0,64,64,64,None,1,face,275,245,1,315,65,3,0,0,FOFO,153.35969605542778,758.0182079928054,,33,2019_Aug_26_1613,builder_test,3.0.0b12,59.97841370054904,21,
0,65,65,65,None,1,face,185,381,1,316,66,3,0,0,FOFO,155.6094421296002,760.2679540669778,,33,2019_Aug_26_1613,builder_test,3.0.0b12,59.97841370054904,21,
0,66,66,66,space,1,face,185,408,1,317,67,3,1,0,FOFO,157.85934662345971,762.517858165782,0.7799234449630603,33,2019_Aug_26_1613,builder_test,3.0.0b12,59.97841370054904,21,
0,67,67,67,None,1,face,250,321,1,318,68,3,0,0,FOFO,160.1091361544095,764.7676476967317,,33,2019_Aug_26_1613,builder_test,3.0.0b12,59.97841370054904,21,
0,68,68,68,None,1,face,3,501,1,319,69,3,0,0,FOFO,162.3590157594008,767.0175273017085,,33,2019_Aug_26_1613,builder_test,3.0.0b12,59.97841370054904,21,
0,69,69,69,None,1,face,264,501,1,320,70,3,0,1,FOFO,164.6090237594035,769.2675353017112,,33,2019_Aug_26_1613,builder_test,3.0.0b12,59.97841370054904,21,
0,70,70,70,None,1,face,106,460,1,321,71,3,0,0,FOFO,166.85875166073674,771.517262807989,,33,2019_Aug_26_1613,builder_test,3.0.0b12,59.97841370054904,21,
0,71,71,71,space,1,face,106,7,1,322,72,3,1,0,FOFO,169.1087300311192,773.7672419684968,0.4981540747976396,33,2019_Aug_26_1613,builder_test,3.0.0b12,59.97841370054904,21,
0,72,72,72,None,1,face,407,262,1,323,73,3,0,0,FOFO,171.35878504344146,776.0172965857637,,33,2019_Aug_26_1613,builder_test,3.0.0b12,59.97841370054904,21,
0,73,73,73,None,1,face,406,132,1,324,74,3,0,0,FOFO,173.60847501887474,778.2669869562524,,33,2019_Aug_26_1613,builder_test,3.0.0b12,59.97841370054904,21,
0,74,74,74,None,1,face,262,246,1,325,75,3,0,0,FOFO,175.85887412982993,780.5173852770822,,33,2019_Aug_26_1613,builder_test,3.0.0b12,59.97841370054904,21,
0,75,75,75,None,1,face,104,246,1,326,76,3,0,1,FOFO,178.10857477191894,782.7670867092966,,33,2019_Aug_26_1613,builder_test,3.0.0b12,59.97841370054904,21,
0,76,76,76,None,1,face,285,315,1,327,77,3,0,0,FOFO,180.35819047577388,785.0167024131515,,33,2019_Aug_26_1613,builder_test,3.0.0b12,59.97841370054904,21,
0,77,77,77,None,1,face,200,335,1,328,78,3,0,0,FOFO,182.60822375971475,787.2667353020224,,33,2019_Aug_26_1613,builder_test,3.0.0b12,59.97841370054904,21,
0,78,78,78,space,1,face,200,80,1,329,79,3,1,0,FOFO,184.8579694388318,789.5164809811395,0.6466810284618987,33,2019_Aug_26_1613,builder_test,3.0.0b12,59.97841370054904,21,
0,79,79,79,None,1,face,158,80,1,330,80,3,0,1,FOFO,187.10776845125656,791.7662803886342,,33,2019_Aug_26_1613,builder_test,3.0.0b12,59.97841370054904,21,
0,80,80,80,None,1,face,84,518,1,331,81,3,0,0,FOFO,189.35794079686457,794.0164527342422,,33,2019_Aug_26_1613,builder_test,3.0.0b12,59.97841370054904,21,
0,81,81,81,None,1,face,171,6,1,332,82,3,0,0,FOFO,191.60769398215052,796.2662055244582,,33,2019_Aug_26_1613,builder_test,3.0.0b12,59.97841370054904,21,
0,82,82,82,None,1,face,404,37,1,333,83,3,0,0,FOFO,193.85764153771743,798.516153475095,,33,2019_Aug_26_1613,builder_test,3.0.0b12,59.97841370054904,21,
0,83,83,83,None,1,face,329,37,1,334,84,3,0,1,FOFO,196.10759027847962,800.7660994504258,,33,2019_Aug_26_1613,builder_test,3.0.0b12,59.97841370054904,21,
0,84,84,84,None,1,face,37,463,1,335,85,3,0,0,FOFO,198.35743393286248,803.0159482406161,,33,2019_Aug_26_1613,builder_test,3.0.0b12,59.97841370054904,21,
0,85,85,85,None,1,face,188,346,1,336,86,3,0,0,FOFO,200.60725743910007,805.2657693764777,,33,2019_Aug_26_1613,builder_test,3.0.0b12,59.97841370054904,21,
0,86,86,86,None,1,face,392,172,1,337,87,3,0,0,FOFO,202.8571943280258,807.5157058703335,,33,2019_Aug_26_1613,builder_test,3.0.0b12,59.97841370054904,21,
0,87,87,87,space,1,face,392,172,1,338,88,3,1,1,FOFO,205.10711422929307,809.7656257716008,0.5089637495402712,33,2019_Aug_26_1613,builder_test,3.0.0b12,59.97841370054904,21,
0,88,88,88,None,1,face,68,95,1,339,89,3,0,0,FOFO,207.35665605662507,812.0151675989473,,33,2019_Aug_26_1613,builder_test,3.0.0b12,59.97841370054904,21,
0,89,89,89,None,1,face,32,95,1,340,90,3,0,1,FOFO,209.60683630347194,814.2653454754181,,33,2019_Aug_26_1613,builder_test,3.0.0b12,59.97841370054904,21,
0,90,90,90,None,1,face,211,453,1,341,91,3,0,0,FOFO,211.8567613405321,816.5152748581604,,33,2019_Aug_26_1613,builder_test,3.0.0b12,59.97841370054904,21,
0,91,91,91,space,1,face,211,271,1,342,92,3,1,0,FOFO,214.10672153808991,818.7652315001469,1.094945542732603,33,2019_Aug_26_1613,builder_test,3.0.0b12,59.97841370054904,21,
0,92,92,92,None,1,face,378,323,1,343,93,3,0,0,FOFO,216.35673546401085,821.0152470063185,,33,2019_Aug_26_1613,builder_test,3.0.0b12,59.97841370054904,21,
0,93,93,93,None,1,face,187,323,1,344,94,3,0,1,FOFO,218.6063942295732,823.2649061669508,,33,2019_Aug_26_1613,builder_test,3.0.0b12,59.97841370054904,21,
0,94,94,94,space,1,face,187,290,1,345,95,3,1,0,FOFO,220.85651205669274,825.5150216236943,1.0350980602088384,33,2019_Aug_26_1613,builder_test,3.0.0b12,59.97841370054904,21,
0,95,95,95,None,1,face,111,308,1,346,96,3,0,0,FOFO,223.10625576048915,827.7647649324354,,33,2019_Aug_26_1613,builder_test,3.0.0b12,59.97841370054904,21,
0,96,96,96,None,1,face,266,505,1,347,97,3,0,0,FOFO,225.35618435310607,830.0146958954283,,33,2019_Aug_26_1613,builder_test,3.0.0b12,59.97841370054904,21,
0,97,97,97,None,1,face,192,230,1,348,98,3,0,0,FOFO,227.60604894575954,832.2645585127611,,33,2019_Aug_26_1613,builder_test,3.0.0b12,59.97841370054904,21,
0,98,98,98,None,1,face,413,101,1,349,99,3,0,0,FOFO,229.85611383462674,834.5146257719898,,33,2019_Aug_26_1613,builder_test,3.0.0b12,59.97841370054904,21,
0,99,99,99,None,1,face,276,313,1,350,100,3,0,0,FOFO,232.10527956334408,836.7637907105964,,33,2019_Aug_26_1613,builder_test,3.0.0b12,59.97841370054904,21,
0,100,100,100,None,1,face,195,467,1,351,101,3,0,0,FOFO,234.3557027730567,839.0142143153644,,33,2019_Aug_26_1613,builder_test,3.0.0b12,59.97841370054904,21,
0,101,101,101,None,1,face,217,371,1,352,102,3,0,0,FOFO,236.60523314360762,841.2637446859299,,33,2019_Aug_26_1613,builder_test,3.0.0b12,59.97841370054904,21,
0,102,102,102,None,1,face,221,371,1,353,103,3,0,1,FOFO,238.85556153854122,843.5140730808635,,33,2019_Aug_26_1613,builder_test,3.0.0b12,59.97841370054904,21,
0,103,103,103,None,1,face,2,45,1,354,104,3,0,0,FOFO,241.10540993366158,845.7639214759838,,33,2019_Aug_26_1613,builder_test,3.0.0b12,59.97841370054904,21,
0,104,104,104,None,1,face,296,45,1,355,105,3,0,1,FOFO,243.35484588450345,848.0133578218811,,33,2019_Aug_26_1613,builder_test,3.0.0b12,59.97841370054904,21,
0,105,105,105,None,1,face,251,98,1,356,106,3,0,0,FOFO,245.6052394645958,850.2637517970288,,33,2019_Aug_26_1613,builder_test,3.0.0b12,59.97841370054904,21,
0,106,106,106,None,1,face,224,98,1,357,107,3,0,1,FOFO,247.8549539338419,852.5134654761641,,33,2019_Aug_26_1613,builder_test,3.0.0b12,59.97841370054904,21,
0,107,107,107,None,1,face,11,422,1,358,108,3,0,0,FOFO,250.104950477049,854.7634592539398,,33,2019_Aug_26_1613,builder_test,3.0.0b12,59.97841370054904,21,
0,108,108,108,None,1,face,410,75,1,359,109,3,0,0,FOFO,252.35434218100272,857.0128564887418,,33,2019_Aug_26_1613,builder_test,3.0.0b12,59.97841370054904,21,
0,109,109,109,None,1,face,208,136,1,360,110,3,0,0,FOFO,254.6048459832673,859.2633579206449,,33,2019_Aug_26_1613,builder_test,3.0.0b12,59.97841370054904,21,
0,110,110,110,None,1,face,61,386,1,361,111,3,0,0,FOFO,256.85473427960824,861.5132454268605,,33,2019_Aug_26_1613,builder_test,3.0.0b12,59.97841370054904,21,
0,111,111,111,None,1,face,214,31,1,362,112,3,0,0,FOFO,259.1046751191461,863.7631898219406,,33,2019_Aug_26_1613,builder_test,3.0.0b12,59.97841370054904,21,
0,112,112,112,None,1,face,110,443,1,363,113,3,0,0,FOFO,261.35455630437355,866.0130654763198,,33,2019_Aug_26_1613,builder_test,3.0.0b12,59.97841370054904,21,
0,113,113,113,None,1,face,304,226,1,364,114,3,0,0,FOFO,263.6043596624804,868.2628712047881,,33,2019_Aug_26_1613,builder_test,3.0.0b12,59.97841370054904,21,
0,114,114,114,None,1,face,105,377,1,365,115,3,0,0,FOFO,265.8542985266977,870.512840488751,,33,2019_Aug_26_1613,builder_test,3.0.0b12,59.97841370054904,21,
0,115,115,115,space,1,face,105,12,1,366,116,3,1,0,FOFO,268.10410544034676,872.762616587599,0.6698166242567822,33,2019_Aug_26_1613,builder_test,3.0.0b12,59.97841370054904,21,
0,116,116,116,None,1,face,14,77,1,367,117,3,0,0,FOFO,270.3539629218867,875.0124716987775,,33,2019_Aug_26_1613,builder_test,3.0.0b12,59.97841370054904,21,
0,117,117,117,None,1,face,353,272,1,368,118,3,0,0,FOFO,272.60407442801807,877.2625859703403,,33,2019_Aug_26_1613,builder_test,3.0.0b12,59.97841370054904,21,
0,118,118,118,space,1,face,353,92,1,369,119,3,1,0,FOFO,274.8539263786952,879.5124379210029,0.48742143707931973,33,2019_Aug_26_1613,builder_test,3.0.0b12,59.97841370054904,21,
0,119,119,119,None,1,face,49,159,1,370,120,3,0,0,FOFO,277.1037479096267,881.7622756494675,,33,2019_Aug_26_1613,builder_test,3.0.0b12,59.97841370054904,21,
0,120,120,120,None,1,face,22,329,1,371,121,3,0,0,FOFO,279.3535998603038,884.012111402626,,33,2019_Aug_26_1613,builder_test,3.0.0b12,59.97841370054904,21,
0,121,121,121,None,1,face,345,57,1,372,122,3,0,0,FOFO,281.6035726998234,886.2620842421311,,33,2019_Aug_26_1613,builder_test,3.0.0b12,59.97841370054904,21,
0,122,122,122,space,1,face,345,57,1,373,123,3,1,1,FOFO,283.8528142803698,888.5113262177474,0.5424238844716456,33,2019_Aug_26_1613,builder_test,3.0.0b12,59.97841370054904,21,
0,123,123,123,None,1,face,92,498,1,374,124,3,0,0,FOFO,286.1034207986522,890.7619323409599,,33,2019_Aug_26_1613,builder_test,3.0.0b12,59.97841370054904,21,
0,124,124,124,space,1,face,92,441,1,375,125,3,1,0,FOFO,288.35307205804565,893.0115832052979,0.7148963101644767,33,2019_Aug_26_1613,builder_test,3.0.0b12,59.97841370054904,21,
