nback_loop.thisRepN,nback_loop.thisTrialN,nback_loop.thisN,nback_loop.thisIndex,key_resp_nback.keys,nback_level,target_cat,face_img,object_img,response_corr,trial_num,block_trial_num,block_num,target_repeat,lure_repeat,block_order,first_screen_time_elapsed,total_time_elapsed,key_resp_nback.rt,participant,date,expName,psychopyVersion,frameRate,age,
,,,,,,,,,,,,,,,,,,,33,2019_Aug_26_1613,builder_test,3.0.0b12,59.97841370054904,21,
,,,,,,,,,,,,,,,,,,,33,2019_Aug_26_1613,builder_test,3.0.0b12,59.97841370054904,21,
,,,,,,,,,,,,,,,,,,,33,2019_Aug_26_1613,builder_test,3.0.0b12,59.97841370054904,21,
,,,,,,,,,,,,,,,,,,,33,2019_Aug_26_1613,builder_test,3.0.0b12,59.97841370054904,21,
0,0,0,0,None,1,object,328,25,1,376,1,4,0,0,FOFO,7.649471348369843,902.1445992515073,,33,2019_Aug_26_1613,builder_test,3.0.0b12,59.97841370054904,21,
0,1,1,1,None,1,object,281,191,1,377,2,4,0,0,FOFO,9.899420089117484,904.3945475972141,,33,2019_Aug_26_1613,builder_test,3.0.0b12,59.97841370054904,21,
0,2,2,2,None,1,object,65,332,1,378,3,4,0,0,FOFO,12.149383447162108,906.6445085848827,,33,2019_Aug_26_1613,builder_test,3.0.0b12,59.97841370054904,21,
0,3,3,3,None,1,object,302,348,1,379,4,4,0,0,FOFO,14.399214459568611,908.8943423627206,,33,2019_Aug_26_1613,builder_test,3.0.0b12,59.97841370054904,21,
0,4,4,4,None,1,object,302,129,1,380,5,4,0,1,FOFO,16.649110262093018,911.1442377701751,,33,2019_Aug_26_1613,builder_test,3.0.0b12,59.97841370054904,21,
0,5,5,5,None,1,object,305,419,1,381,6,4,0,0,FOFO,18.898853570834035,913.3939814739861,,33,2019_Aug_26_1613,builder_test,3.0.0b12,59.97841370054904,21,
0,6,6,6,None,1,object,170,357,1,382,7,4,0,0,FOFO,21.148852484402596,915.6439799924992,,33,2019_Aug_26_1613,builder_test,3.0.0b12,59.97841370054904,21,
0,7,7,7,space,1,object,174,357,1,383,8,4,1,0,FOFO,23.398830854785047,917.8939583628817,0.7239368991868105,33,2019_Aug_26_1613,builder_test,3.0.0b12,59.97841370054904,21,
0,8,8,8,None,1,object,20,118,1,384,9,4,0,0,FOFO,25.64859431167133,920.1437226098788,,33,2019_Aug_26_1613,builder_test,3.0.0b12,59.97841370054904,21,
0,9,9,9,space,1,object,179,118,1,385,10,4,1,0,FOFO,27.898400830265018,922.3935283383616,0.5591796309454367,33,2019_Aug_26_1613,builder_test,3.0.0b12,59.97841370054904,21,
0,10,10,10,None,1,object,317,417,1,386,11,4,0,0,FOFO,30.14853129934636,924.6436603876937,,33,2019_Aug_26_1613,builder_test,3.0.0b12,59.97841370054904,21,
0,11,11,11,None,1,object,149,360,1,387,12,4,0,0,FOFO,32.39835994139139,926.8934878445434,,33,2019_Aug_26_1613,builder_test,3.0.0b12,59.97841370054904,21,
0,12,12,12,None,1,object,149,430,1,388,13,4,0,1,FOFO,34.64818028714217,929.1433081902942,,33,2019_Aug_26_1613,builder_test,3.0.0b12,59.97841370054904,21,
0,13,13,13,None,1,object,53,208,1,389,14,4,0,0,FOFO,36.89801643535611,931.3931439434527,,33,2019_Aug_26_1613,builder_test,3.0.0b12,59.97841370054904,21,
0,14,14,14,space,1,object,350,208,1,390,15,4,1,0,FOFO,39.148056830395944,933.6431859187433,0.42450827673019376,33,2019_Aug_26_1613,builder_test,3.0.0b12,59.97841370054904,21,
0,15,15,15,None,1,object,6,224,1,391,16,4,0,0,FOFO,41.39800557115814,935.8931334743102,,33,2019_Aug_26_1613,builder_test,3.0.0b12,59.97841370054904,21,
0,16,16,16,None,1,object,57,221,1,392,17,4,0,0,FOFO,43.64783895394066,938.1429668570927,,33,2019_Aug_26_1613,builder_test,3.0.0b12,59.97841370054904,21,
0,17,17,17,None,1,object,46,337,1,393,18,4,0,0,FOFO,45.897114904844784,940.3922424129414,,33,2019_Aug_26_1613,builder_test,3.0.0b12,59.97841370054904,21,
0,18,18,18,None,1,object,46,491,1,394,19,4,0,1,FOFO,48.14756260837021,942.6426901164668,,33,2019_Aug_26_1613,builder_test,3.0.0b12,59.97841370054904,21,
0,19,19,19,None,1,object,396,465,1,395,20,4,0,0,FOFO,50.39751846024592,944.892646363398,,33,2019_Aug_26_1613,builder_test,3.0.0b12,59.97841370054904,21,
0,20,20,20,None,1,object,87,11,1,396,21,4,0,0,FOFO,52.64734196648351,947.1424694745801,,33,2019_Aug_26_1613,builder_test,3.0.0b12,59.97841370054904,21,
0,21,21,21,None,1,object,21,151,1,397,22,4,0,0,FOFO,54.89683441113448,949.3919631044118,,33,2019_Aug_26_1613,builder_test,3.0.0b12,59.97841370054904,21,
0,22,22,22,None,1,object,144,248,1,398,23,4,0,0,FOFO,57.147288830703474,951.6424167338555,,33,2019_Aug_26_1613,builder_test,3.0.0b12,59.97841370054904,21,
0,23,23,23,None,1,object,322,415,1,399,24,4,0,0,FOFO,59.397157373969094,953.8922829067451,,33,2019_Aug_26_1613,builder_test,3.0.0b12,59.97841370054904,21,
0,24,24,24,None,1,object,24,32,1,400,25,4,0,0,FOFO,61.64650127546338,956.1416295736708,,33,2019_Aug_26_1613,builder_test,3.0.0b12,59.97841370054904,21,
0,25,25,25,None,1,object,24,304,1,401,26,4,0,1,FOFO,63.89679530003923,958.3919228081213,,33,2019_Aug_26_1613,builder_test,3.0.0b12,59.97841370054904,21,
0,26,26,26,None,1,object,51,292,1,402,27,4,0,0,FOFO,66.14675707783317,960.6418849809852,,33,2019_Aug_26_1613,builder_test,3.0.0b12,59.97841370054904,21,
0,27,27,27,None,1,object,295,3,1,403,28,4,0,0,FOFO,68.39662088034675,962.8917487834988,,33,2019_Aug_26_1613,builder_test,3.0.0b12,59.97841370054904,21,
0,28,28,28,space,1,object,229,3,1,404,29,4,1,0,FOFO,70.64655460877111,965.1416817217978,0.6409000924904831,33,2019_Aug_26_1613,builder_test,3.0.0b12,59.97841370054904,21,
0,29,29,29,None,1,object,108,16,1,405,30,4,0,0,FOFO,72.89640616439283,967.3915336724749,,33,2019_Aug_26_1613,builder_test,3.0.0b12,59.97841370054904,21,
0,30,30,30,None,1,object,225,189,1,406,31,4,0,0,FOFO,75.1461885842291,969.6413164873811,,33,2019_Aug_26_1613,builder_test,3.0.0b12,59.97841370054904,21,
0,31,31,31,None,1,object,52,158,1,407,32,4,0,0,FOFO,77.39629376937228,971.8914295737486,,33,2019_Aug_26_1613,builder_test,3.0.0b12,59.97841370054904,21,
0,32,32,32,None,1,object,290,143,1,408,33,4,0,0,FOFO,79.64622433729528,974.1413498700858,,33,2019_Aug_26_1613,builder_test,3.0.0b12,59.97841370054904,21,
0,33,33,33,None,1,object,360,242,1,409,34,4,0,0,FOFO,81.89613712746359,976.3912622651842,,33,2019_Aug_26_1613,builder_test,3.0.0b12,59.97841370054904,21,
0,34,34,34,None,1,object,342,294,1,410,35,4,0,0,FOFO,84.14592586828803,978.6410510060086,,33,2019_Aug_26_1613,builder_test,3.0.0b12,59.97841370054904,21,
0,35,35,35,None,1,object,342,184,1,411,36,4,0,1,FOFO,86.39586236212926,980.8909922405874,,33,2019_Aug_26_1613,builder_test,3.0.0b12,59.97841370054904,21,
0,36,36,36,None,1,object,59,185,1,412,37,4,0,0,FOFO,88.64575381897157,983.1408813270536,,33,2019_Aug_26_1613,builder_test,3.0.0b12,59.97841370054904,21,
0,37,37,37,None,1,object,310,200,1,413,38,4,0,0,FOFO,90.89528063396574,985.3904081420624,,33,2019_Aug_26_1613,builder_test,3.0.0b12,59.97841370054904,21,
0,38,38,38,None,1,object,29,497,1,414,39,4,0,0,FOFO,93.14553870794771,987.6406662160298,,33,2019_Aug_26_1613,builder_test,3.0.0b12,59.97841370054904,21,
0,39,39,39,None,1,object,239,82,1,415,40,4,0,0,FOFO,95.39545149810147,989.8905833518656,,33,2019_Aug_26_1613,builder_test,3.0.0b12,59.97841370054904,21,
0,40,40,40,None,1,object,201,472,1,416,41,4,0,0,FOFO,97.64537574503629,992.1405269568204,,33,2019_Aug_26_1613,builder_test,3.0.0b12,59.97841370054904,21,
0,41,41,41,None,1,object,337,186,1,417,42,4,0,0,FOFO,99.89488280696969,994.3900245372788,,33,2019_Aug_26_1613,builder_test,3.0.0b12,59.97841370054904,21,
0,42,42,42,None,1,object,207,279,1,418,43,4,0,0,FOFO,102.14511441181821,996.6402415248449,,33,2019_Aug_26_1613,builder_test,3.0.0b12,59.97841370054904,21,
0,43,43,43,None,1,object,207,21,1,419,44,4,0,1,FOFO,104.39497781927639,998.8901246853784,,33,2019_Aug_26_1613,builder_test,3.0.0b12,59.97841370054904,21,
0,44,44,44,space,1,object,122,21,1,420,45,4,1,0,FOFO,106.64487243660551,1001.1399999446876,0.5168175736034755,33,2019_Aug_26_1613,builder_test,3.0.0b12,59.97841370054904,21,
0,45,45,45,None,1,object,220,473,1,421,46,4,0,0,FOFO,108.89464102928468,1003.3897693274921,,33,2019_Aug_26_1613,builder_test,3.0.0b12,59.97841370054904,21,
0,46,46,46,None,1,object,309,236,1,422,47,4,0,0,FOFO,111.14470354777586,1005.6398634509096,,33,2019_Aug_26_1613,builder_test,3.0.0b12,59.97841370054904,21,
0,47,47,47,None,1,object,293,420,1,423,48,4,0,0,FOFO,113.39455154784082,1007.8896786608675,,33,2019_Aug_26_1613,builder_test,3.0.0b12,59.97841370054904,21,
0,48,48,48,space,1,object,242,420,1,424,49,4,1,0,FOFO,115.64436478247808,1010.1394922905747,0.559759186260635,33,2019_Aug_26_1613,builder_test,3.0.0b12,59.97841370054904,21,
0,49,49,49,None,1,object,327,123,1,425,50,4,0,0,FOFO,117.89391609129962,1012.3890439944516,,33,2019_Aug_26_1613,builder_test,3.0.0b12,59.97841370054904,21,
0,50,50,50,None,1,object,155,128,1,426,51,4,0,0,FOFO,120.14415599244239,1014.6392838955944,,33,2019_Aug_26_1613,builder_test,3.0.0b12,59.97841370054904,21,
0,51,51,51,None,1,object,377,43,1,427,52,4,0,0,FOFO,122.3940604863019,1016.8891887845093,,33,2019_Aug_26_1613,builder_test,3.0.0b12,59.97841370054904,21,
0,52,52,52,None,1,object,148,240,1,428,53,4,0,0,FOFO,124.64395786906243,1019.1390834018384,,33,2019_Aug_26_1613,builder_test,3.0.0b12,59.97841370054904,21,
0,53,53,53,space,1,object,133,240,1,429,54,4,1,0,FOFO,126.89387421477295,1021.3890036981757,0.6500141629512655,33,2019_Aug_26_1613,builder_test,3.0.0b12,59.97841370054904,21,
0,54,54,54,None,1,object,268,27,1,430,55,4,0,0,FOFO,129.14390394315706,1023.6390318463091,,33,2019_Aug_26_1613,builder_test,3.0.0b12,59.97841370054904,21,
0,55,55,55,None,1,object,268,249,1,431,56,4,0,1,FOFO,131.39390799253306,1025.8890473524662,,33,2019_Aug_26_1613,builder_test,3.0.0b12,59.97841370054904,21,
0,56,56,56,None,1,object,66,480,1,432,57,4,0,0,FOFO,133.6436351037555,1028.1387602414761,,33,2019_Aug_26_1613,builder_test,3.0.0b12,59.97841370054904,21,
0,57,57,57,None,1,object,270,121,1,433,58,4,0,0,FOFO,135.89291540034174,1030.3880429084238,,33,2019_Aug_26_1613,builder_test,3.0.0b12,59.97841370054904,21,
0,58,58,58,None,1,object,270,508,1,434,59,4,0,1,FOFO,138.14347530134546,1032.638600834136,,33,2019_Aug_26_1613,builder_test,3.0.0b12,59.97841370054904,21,
0,59,59,59,None,1,object,376,383,1,435,60,4,0,0,FOFO,140.39331026437867,1034.8884614761628,,33,2019_Aug_26_1613,builder_test,3.0.0b12,59.97841370054904,21,
0,60,60,60,None,1,object,9,426,1,436,61,4,0,0,FOFO,142.64387214070302,1037.1390008339658,,33,2019_Aug_26_1613,builder_test,3.0.0b12,59.97841370054904,21,
0,61,61,61,None,1,object,274,89,1,437,62,4,0,0,FOFO,144.89279253619316,1039.3879208344006,,33,2019_Aug_26_1613,builder_test,3.0.0b12,59.97841370054904,21,
0,62,62,62,None,1,object,274,281,1,438,63,4,0,1,FOFO,147.1430774743494,1041.6382053775014,,33,2019_Aug_26_1613,builder_test,3.0.0b12,59.97841370054904,21,
0,63,63,63,None,1,object,375,500,1,439,64,4,0,0,FOFO,149.39296577069035,1043.8880936738424,,33,2019_Aug_26_1613,builder_test,3.0.0b12,59.97841370054904,21,
0,64,64,64,space,1,object,169,500,1,440,65,4,1,0,FOFO,151.64249061037845,1046.137615748099,0.6603217144438531,33,2019_Aug_26_1613,builder_test,3.0.0b12,59.97841370054904,21,
0,65,65,65,None,1,object,88,320,1,441,66,4,0,0,FOFO,153.8922825116897,1048.3874100197863,,33,2019_Aug_26_1613,builder_test,3.0.0b12,59.97841370054904,21,
0,66,66,66,None,1,object,7,287,1,442,67,4,0,0,FOFO,156.14254453628382,1050.6376724394358,,33,2019_Aug_26_1613,builder_test,3.0.0b12,59.97841370054904,21,
0,67,67,67,None,1,object,7,64,1,443,68,4,0,1,FOFO,158.39281762260362,1052.887945525741,,33,2019_Aug_26_1613,builder_test,3.0.0b12,59.97841370054904,21,
0,68,68,68,None,1,object,297,87,1,444,69,4,0,0,FOFO,160.64234443759779,1055.1374723407498,,33,2019_Aug_26_1613,builder_test,3.0.0b12,59.97841370054904,21,
0,69,69,69,None,1,object,306,318,1,445,70,4,0,0,FOFO,162.89199530193582,1057.3871224149625,,33,2019_Aug_26_1613,builder_test,3.0.0b12,59.97841370054904,21,
0,70,70,70,None,1,object,356,84,1,446,71,4,0,0,FOFO,165.141650116886,1059.636778020038,,33,2019_Aug_26_1613,builder_test,3.0.0b12,59.97841370054904,21,
0,71,71,71,None,1,object,48,402,1,447,72,4,0,0,FOFO,167.39208241300366,1061.8872107112256,,33,2019_Aug_26_1613,builder_test,3.0.0b12,59.97841370054904,21,
0,72,72,72,None,1,object,129,147,1,448,73,4,0,0,FOFO,169.64198493157164,1064.1371148100297,,33,2019_Aug_26_1613,builder_test,3.0.0b12,59.97841370054904,21,
0,73,73,73,None,1,object,261,176,1,449,74,4,0,0,FOFO,171.89160419098334,1066.3867320941208,,33,2019_Aug_26_1613,builder_test,3.0.0b12,59.97841370054904,21,
0,74,74,74,None,1,object,334,306,1,450,75,4,0,0,FOFO,174.14184606741765,1068.6369743656396,,33,2019_Aug_26_1613,builder_test,3.0.0b12,59.97841370054904,21,
0,75,75,75,None,1,object,183,110,1,451,76,4,0,0,FOFO,176.39095056160295,1070.886078464755,,33,2019_Aug_26_1613,builder_test,3.0.0b12,59.97841370054904,21,
0,76,76,76,None,1,object,62,18,1,452,77,4,0,0,FOFO,178.64153614161478,1073.1366640447668,,33,2019_Aug_26_1613,builder_test,3.0.0b12,59.97841370054904,21,
0,77,77,77,space,1,object,62,18,1,453,78,4,1,1,FOFO,180.89105308007856,1075.3861805881752,0.45726994280994404,33,2019_Aug_26_1613,builder_test,3.0.0b12,59.97841370054904,21,
0,78,78,78,None,1,object,330,328,1,454,79,4,0,0,FOFO,183.1412795491342,1077.6364070572163,,33,2019_Aug_26_1613,builder_test,3.0.0b12,59.97841370054904,21,
0,79,79,79,None,1,object,330,366,1,455,80,4,0,1,FOFO,185.39126740099164,1079.8863949090737,,33,2019_Aug_26_1613,builder_test,3.0.0b12,59.97841370054904,21,
0,80,80,80,None,1,object,63,2,1,456,81,4,0,0,FOFO,187.640980685057,1082.136108193139,,33,2019_Aug_26_1613,builder_test,3.0.0b12,59.97841370054904,21,
0,81,81,81,None,1,object,8,192,1,457,82,4,0,0,FOFO,189.89062878394907,1084.385756687101,,33,2019_Aug_26_1613,builder_test,3.0.0b12,59.97841370054904,21,
0,82,82,82,space,1,object,41,192,1,458,83,4,1,0,FOFO,192.14168725267518,1086.6368151558272,0.623755210370291,33,2019_Aug_26_1613,builder_test,3.0.0b12,59.97841370054904,21,
0,83,83,83,None,1,object,76,300,1,459,84,4,0,0,FOFO,194.39074157403957,1088.8858667117602,,33,2019_Aug_26_1613,builder_test,3.0.0b12,59.97841370054904,21,
0,84,84,84,None,1,object,76,407,1,460,85,4,0,1,FOFO,196.64102967268263,1091.1361571807793,,33,2019_Aug_26_1613,builder_test,3.0.0b12,59.97841370054904,21,
0,85,85,85,None,1,object,386,401,1,461,86,4,0,0,FOFO,198.8902372779412,1093.3853655761486,,33,2019_Aug_26_1613,builder_test,3.0.0b12,59.97841370054904,21,
0,86,86,86,None,1,object,34,351,1,462,87,4,0,0,FOFO,201.14039816676814,1095.6355248847249,,33,2019_Aug_26_1613,builder_test,3.0.0b12,59.97841370054904,21,
0,87,87,87,None,1,object,34,354,1,463,88,4,0,1,FOFO,203.39020350016654,1097.8853314033186,,33,2019_Aug_26_1613,builder_test,3.0.0b12,59.97841370054904,21,
0,88,88,88,None,1,object,398,243,1,464,89,4,0,0,FOFO,205.64077683327196,1100.1359023660625,,33,2019_Aug_26_1613,builder_test,3.0.0b12,59.97841370054904,21,
0,89,89,89,None,1,object,27,20,1,465,90,4,0,0,FOFO,207.8896521917486,1102.384780489956,,33,2019_Aug_26_1613,builder_test,3.0.0b12,59.97841370054904,21,
0,90,90,90,None,1,object,70,327,1,466,91,4,0,0,FOFO,210.14067194443487,1104.635799452517,,33,2019_Aug_26_1613,builder_test,3.0.0b12,59.97841370054904,21,
0,91,91,91,space,1,object,190,327,1,467,92,4,1,0,FOFO,212.39066848764196,1106.8857959957386,0.5716975519171683,33,2019_Aug_26_1613,builder_test,3.0.0b12,59.97841370054904,21,
0,92,92,92,None,1,object,142,353,1,468,93,4,0,0,FOFO,214.64019767301215,1109.1353251811088,,33,2019_Aug_26_1613,builder_test,3.0.0b12,59.97841370054904,21,
0,93,93,93,None,1,object,212,157,1,469,94,4,0,0,FOFO,216.88928794498497,1111.384415453067,,33,2019_Aug_26_1613,builder_test,3.0.0b12,59.97841370054904,21,
0,94,94,94,space,1,object,78,157,1,470,95,4,1,0,FOFO,219.13997466074943,1113.6351025639015,0.8145146411843598,33,2019_Aug_26_1613,builder_test,3.0.0b12,59.97841370054904,21,
0,95,95,95,None,1,object,267,274,1,471,96,4,0,0,FOFO,221.38995816693932,1115.8850856750214,,33,2019_Aug_26_1613,builder_test,3.0.0b12,59.97841370054904,21,
0,96,96,96,space,1,object,267,274,1,472,97,4,1,1,FOFO,223.63985396944918,1118.1349791071698,0.6262401476560626,33,2019_Aug_26_1613,builder_test,3.0.0b12,59.97841370054904,21,
0,97,97,97,None,1,object,89,299,1,473,98,4,0,0,FOFO,225.88906671050063,1120.3841946136527,,33,2019_Aug_26_1613,builder_test,3.0.0b12,59.97841370054904,21,
0,98,98,98,space,1,object,343,299,1,474,99,4,1,0,FOFO,228.1397478954168,1122.6348754034989,0.5717852555826539,33,2019_Aug_26_1613,builder_test,3.0.0b12,59.97841370054904,21,
0,99,99,99,None,1,object,85,130,1,475,100,4,0,0,FOFO,230.38964132755063,1124.8847692307027,,33,2019_Aug_26_1613,builder_test,3.0.0b12,59.97841370054904,21,
0,100,100,100,None,1,object,272,447,1,476,101,4,0,0,FOFO,232.63957782140642,1127.1347057245584,,33,2019_Aug_26_1613,builder_test,3.0.0b12,59.97841370054904,21,
0,101,101,101,None,1,object,402,228,1,477,102,4,0,0,FOFO,234.88941831530246,1129.3845450332592,,33,2019_Aug_26_1613,builder_test,3.0.0b12,59.97841370054904,21,
0,102,102,102,None,1,object,402,413,1,478,103,4,0,1,FOFO,237.13808152569982,1131.6332098239072,,33,2019_Aug_26_1613,builder_test,3.0.0b12,59.97841370054904,21,
0,103,103,103,None,1,object,102,188,1,479,104,4,0,0,FOFO,239.3884549576469,1133.8835824657435,,33,2019_Aug_26_1613,builder_test,3.0.0b12,59.97841370054904,21,
0,104,104,104,None,1,object,263,73,1,480,105,4,0,0,FOFO,241.6388607846602,1136.1339882927423,,33,2019_Aug_26_1613,builder_test,3.0.0b12,59.97841370054904,21,
0,105,105,105,space,1,object,163,73,1,481,106,4,1,0,FOFO,243.88871866125555,1138.3838465644076,0.591806581011042,33,2019_Aug_26_1613,builder_test,3.0.0b12,59.97841370054904,21,
0,106,106,106,None,1,object,163,444,1,482,107,4,0,1,FOFO,246.1388917969889,1140.634019305071,,33,2019_Aug_26_1613,builder_test,3.0.0b12,59.97841370054904,21,
0,107,107,107,space,1,object,394,444,1,483,108,4,1,0,FOFO,248.38876350074133,1142.8838910088234,0.5186348568386165,33,2019_Aug_26_1613,builder_test,3.0.0b12,59.97841370054904,21,
0,108,108,108,None,1,object,363,209,1,484,109,4,0,0,FOFO,250.6385842415475,1145.1337117496441,,33,2019_Aug_26_1613,builder_test,3.0.0b12,59.97841370054904,21,
0,109,109,109,None,1,object,363,233,1,485,110,4,0,1,FOFO,252.8885325872543,1147.3836604904063,,33,2019_Aug_26_1613,builder_test,3.0.0b12,59.97841370054904,21,
0,110,110,110,None,1,object,259,513,1,486,111,4,0,0,FOFO,255.13861762425222,1149.6337455274042,,33,2019_Aug_26_1613,builder_test,3.0.0b12,59.97841370054904,21,
0,111,111,111,None,1,object,385,259,1,487,112,4,0,0,FOFO,257.3882143651572,1151.8833418732393,,33,2019_Aug_26_1613,builder_test,3.0.0b12,59.97841370054904,21,
0,112,112,112,space,1,object,94,259,1,488,113,4,1,0,FOFO,259.63810068619205,1154.1332281942741,0.5182014742895262,33,2019_Aug_26_1613,builder_test,3.0.0b12,59.97841370054904,21,
0,113,113,113,None,1,object,379,148,1,489,114,4,0,0,FOFO,261.8874133778154,1156.3825424661482,,33,2019_Aug_26_1613,builder_test,3.0.0b12,59.97841370054904,21,
0,114,114,114,space,1,object,5,148,1,490,115,4,1,0,FOFO,264.1374739210005,1158.6326014290971,0.5039642453484703,33,2019_Aug_26_1613,builder_test,3.0.0b12,59.97841370054904,21,
0,115,115,115,None,1,object,303,131,1,491,116,4,0,0,FOFO,266.3873258716776,1160.8824529847043,,33,2019_Aug_26_1613,builder_test,3.0.0b12,59.97841370054904,21,
0,116,116,116,space,1,object,298,131,1,492,117,4,1,0,FOFO,268.6370826125203,1163.1322101206024,0.5161127837636741,33,2019_Aug_26_1613,builder_test,3.0.0b12,59.97841370054904,21,
0,117,117,117,None,1,object,177,91,1,493,118,4,0,0,FOFO,270.8871340692858,1165.382282120583,,33,2019_Aug_26_1613,builder_test,3.0.0b12,59.97841370054904,21,
0,118,118,118,None,1,object,387,42,1,494,119,4,0,0,FOFO,273.13684932865726,1167.6319776268647,,33,2019_Aug_26_1613,builder_test,3.0.0b12,59.97841370054904,21,
0,119,119,119,None,1,object,387,411,1,495,120,4,0,1,FOFO,275.3868435015029,1169.8819931330363,,33,2019_Aug_26_1613,builder_test,3.0.0b12,59.97841370054904,21,
0,120,120,120,None,1,object,206,316,1,496,121,4,0,0,FOFO,277.63695856317645,1172.132086071273,,33,2019_Aug_26_1613,builder_test,3.0.0b12,59.97841370054904,21,
0,121,121,121,space,1,object,206,316,1,497,122,4,1,1,FOFO,279.8864636498038,1174.3815911578859,0.6101125490822596,33,2019_Aug_26_1613,builder_test,3.0.0b12,59.97841370054904,21,
0,122,122,122,None,1,object,222,468,1,498,123,4,0,0,FOFO,282.13644676090917,1176.6315742690058,,33,2019_Aug_26_1613,builder_test,3.0.0b12,59.97841370054904,21,
0,123,123,123,None,1,object,321,400,1,499,124,4,0,0,FOFO,284.3863200449123,1178.8814479480643,,33,2019_Aug_26_1613,builder_test,3.0.0b12,59.97841370054904,21,
0,124,124,124,None,1,object,359,28,1,500,125,4,0,0,FOFO,286.63635332885315,1181.1314808369498,,33,2019_Aug_26_1613,builder_test,3.0.0b12,59.97841370054904,21,
